Amagi Brilliant Park,{u'crunchyroll': u'http://www.crunchyroll.com/amagi-brilliant-park'}
Assassination Classroom,{u'hulu': u'http://www.hulu.com/assassination-classroom', u'funimation': u'http://www.funimation.com/shows/assassination-classroom/videos/episodes'}
Barakamon,{u'hulu': u'http://www.hulu.com/barakamon', u'funimation': u'http://www.funimation.com/shows/barakamon/videos/episodes'}
Chihayafuru,{u'crunchyroll': u'http://www.crunchyroll.com/chihayafuru'}
FLCL,{u'funimation': u'http://www.funimation.com/shows/flcl/videos/episodes'}
Gintama,{u'crunchyroll': u'http://www.crunchyroll.com/gintama'}
Gugure! Kokkuri-san,{u'hulu': u'http://www.hulu.com/gugure-kokkurisan', u'crunchyroll': u'http://www.crunchyroll.com/gugure-kokkuri-san'}
Hanasaku Iroha,{u'crunchyroll': u'http://www.crunchyroll.com/hanasaku-iroha'}
High School DxD,{u'funimation': u'http://www.funimation.com/shows/high-school-dxd/videos/episodes'}
Himouto! Umaru-chan,{u'hulu': u'http://www.hulu.com/himouto-umaruchan', u'crunchyroll': u'http://www.crunchyroll.com/himouto-umaru-chan'}
Inferno Cop,{u'crunchyroll': u'http://www.crunchyroll.com/inferno-cop'}
Infinite Stratos,{u'crunchyroll': u'http://www.crunchyroll.com/infinite-stratos'}
Kaiji,{u'crunchyroll': u'http://www.crunchyroll.com/kaiji'}
KanColle,{u'crunchyroll': u'http://www.crunchyroll.com/kancolle'}
Kill la Kill,{u'hulu': u'http://www.hulu.com/kill-la-kill', u'crunchyroll': u'http://www.crunchyroll.com/kill-la-kill', u'netflix': True}
Knights of Sidonia,{u'netflix': True}
Kokoro Connect,{u'crunchyroll': u'http://www.crunchyroll.com/kokoro-connect'}
Log Horizon,{u'hulu': u'http://www.hulu.com/log-horizon', u'crunchyroll': u'http://www.crunchyroll.com/log-horizon'}
Love Lab,{u'hulu': u'http://www.hulu.com/love-lab', u'crunchyroll': u'http://www.crunchyroll.com/love-lab'}
Nisekoi,{u'hulu': u'http://www.hulu.com/nisekoi', u'crunchyroll': u'http://www.crunchyroll.com/nisekoi'}
Non Non Biyori,{u'hulu': u'http://www.hulu.com/non-non-biyori', u'crunchyroll': u'http://www.crunchyroll.com/non-non-biyori'}
Ouran High School Host Club,{u'funimation': u'http://www.funimation.com/shows/ouran-high-school-host-club/videos/episodes', u'netflix': True}
Plastic Memories,{u'hulu': u'http://www.hulu.com/plastic-memories', u'crunchyroll': u'http://www.crunchyroll.com/plastic-memories'}
Prison School,{u'hulu': u'http://www.hulu.com/prison-school', u'funimation': u'http://www.funimation.com/shows/prison-school/videos/episodes'}
Sakura Trick,{u'hulu': u'http://www.hulu.com/sakura-trick', u'crunchyroll': u'http://www.crunchyroll.com/sakura-trick'}
Shiki,{u'funimation': u'http://www.funimation.com/shows/shiki/videos/episodes'}
Squid Girl,{u'crunchyroll': u'http://www.crunchyroll.com/squid-girl'}
Sword Art Online,{u'hulu': u'http://www.hulu.com/sword-art-online', u'crunchyroll': u'http://www.crunchyroll.com/sword-art-online', u'netflix': True}
Tamako Market,{u'hulu': u'http://www.hulu.com/tamako-market'}
Trigun,{u'funimation': u'http://www.funimation.com/shows/trigun/videos/episodes'}
